"name","location.country"
"Seven Mary Three","United States"
"Seven Red Seven","United States"
"Seven Places","United States"
"Seven Sisters Of Sleep","Los Angeles"
"Seven Nations","United States"
"Seven Storey Mountain","United States"
"Seven Wiser","United States"
"Seven Thorns","Denmark"
"Seven Witches","United States"
"Sevendust","United States"
"Seventh","Australia"
"Seventh One","Uddevalla Municipality"
"Seventh Wave","United Kingdom"
"Seventh Angel","United Kingdom"
"Seventh Seal","Italy"
"Seventh Day Slumber","United States"
"Seventh Avenue","United Kingdom"
"Seventh Wonder","Sweden"
"Shine (CA)","Canada"
"Shine (NL)","Netherlands"
"Shine (UK)","United Kingdom"
"Shine In Ash","Veneto"
"Shinehead","United Kingdom"
"Shinee","South Korea"
"Shing02","Japan"
"Shinedown","United States"
"Shiner","United States"
"Shinoflow","Spain"
"Severed Heads","Australia"
"Severe Dementia","Dhaka"
"Severe Torture","Netherlands"
"Severed Head Of State","United States"
"Severina","Croatia"
"Severed Savior","United States"
"Sevyn Streeter","United States"
"Sex And The City Men's Choir","United States"
"Seweryn Krajewski","Poland"
"Sewing With Nancie","Canada"
"Sex Appeal","Germany"
"Sex Gang Children","United Kingdom"
"Sex Museum","Spain"
"Sexbeat","United Kingdom"
"Sex Slaves","New York"
"Sex Pistols","United Kingdom"
"Sexgang Children","United Kingdom"
"Sex Positions","United States"
"Sexion D'Assaut","France"
"Shinhwa","South Korea"
"Shining (NO)","Norway"
"Shipra Goyal","India"
"Shining","Sweden"
"Shipping News","United States"
"Shirley & Lee","United States"
"Shirley & Company","United States"
"Shiny Toy Guns","United States"
"Shirley Brown","United States"
"Shirley Collins","United Kingdom"
"Shirley Jones","United States"
"Shirley MacLaine","United States"
"Shirley Ellis","United States"
"Shirley Clamp","Sweden"
"Shirley Manson","United Kingdom"
"Sexual Democracia","Chile"
"Sexy Fi","Brazil"
"Sexy Sadie","Spain"
"Sexy Sushi","France"
"Seyyal Taner","Turkey"
"Seymour Glass","San Francisco"
"Sexydeath","Sweden"
"Señor Coconut And His Orchestra","Germany"
"Señor Coconut Y Su Conjunto","Germany"
"Señor Coconut","Germany"
"Sezen Aksu","Turkey"
"Shirley Scott","United States"
"Shirley Ross","United States"
"Shirley Temple","United States"
"Shirley Murdock","United States"
"Shirō Sagisu","Japan"
"Shirley Horn","United States"
"Shirley Caesar","United States"
"Shirley Bassey","Monte-Carlo"
"Shitdisco","United Kingdom"
"Shit & Chalou","Denmark"
"Shivaree","United States"
"SHNARPH!","Nordrhein-Westfalen"
"Sho Baraka","United States"
"Shock-G","United States"
"Shocore","Canada"
"Shockabilly","United States"
"Shock Therapy","Detroit"
"Shocking Blue","Netherlands"
"SFA","United States"
"SG Wannabe","South Korea"
"Sgr","Sweden"
"Sgt. Scagnetti","United States"
"SFDK","Spain"
"Sha","Germany"
"Shaan & Ustad Sultan Khan","India"
"Shaan","India"
"Sha Na Na","United States"
"Shockwave","United States"
"Shogun","United States"
"Sholi","United States"
"Shola Ama","United Kingdom"
"Shontelle","Barbados"
"Shona Laing","New Zealand"
"Shonlock","United States"
"Shooter","United States"
"Shonen Knife","Japan"
"Shooby Taylor","United States"
"Shooglenifty","Scotland"
"Shop Boyz","United States"
"Sha Stimuli","United States"
"Shabazz Palaces","United States"
"Shabaam Sahdeeq","United States"
"Shabby Tiger","United Kingdom"
"Shabba Ranks","Jamaica"
"Shackleton","United Kingdom"
"Shootyz Groove","United States"
"Shortie","United States"
"Shorty","United States"
"Shooter Jennings","United States"
"Short Stack","Australia"
"Shorty Da Kid","United States"
"Shorty Baker","United States"
"Shorty Rogers","United States"
"Shoshana Bean","United States"
"Shotta","Spain"
"Shout","United States"
"Shovels & Rope","United States"
"Shout Out Louds","Sweden"
"Shack","United Kingdom"
"Shaban & Käptn Peng","Germany"
"Shade Empire","Finland"
"Shaded Red","United States"
"Shadez Of Brooklyn","United States"
"Shades Of Culture","Quebec"
"Shadow","Japan"
"Shades Apart","United States"
"Show & A.G.","United States"
"Show-B & Thomas Herb","Germany"
"Show N Prove","United Kingdom"
"Show Of Hands","United Kingdom"
"Showtek","Netherlands"
"Shower With Goats","United States"
"Showoff","United States"
"Shpongle","United Kingdom"
"Shrag","United Kingdom"
"Showbiz & A.G.","United States"
"Showaddywaddy","United Kingdom"
"Shadow Gallery","Allentown"
"Shadow Of The Colossus","United States"
"Shadow Of Whales","Austin"
"Shadow Project","United States"
"Shadow Reichenstein","Germany"
"Shadowcast","Austria"
"Shreya Ghoshal","India"
"Showbread","United States"
"Shruti Pathak","India"
"Shriekback","United Kingdom"
"Shuggie Otis","United States"
"Shuki Levy","United States"
"Shout Out Out Out Out","Canada"
"Shugo Tokumaru","Japan"
"Shadowgarden","Sweden"
"Shadows Fall","United States"
"Shadowside","Brazil"
"Shadowy Men On A Shadowy Planet","Canada"
"Shafqat Amanat Ali","Pakistan"
"Shaft","United Kingdom"
"Shag Nasty","United Kingdom"
"Shura (UK)","United Kingdom"
"Shrug","United Kingdom"
"Shudder To Think","United States"
"Shut Up And Dance","United Kingdom"
"Shurwayne Winchester","Trinidad and Tobago"
"Shut Up Stella","United States"
"Shutdown","United Kingdom"
"Shurik'n","France"
"Shy","United Kingdom"
"Shwayze","United States"
"Shy (AT)","Austria"
"Shy Child","United States"
"Shy FX","United Kingdom"
"Shy Girls","Portland"
"Shy'm","France"
"Shyheim","United States"
"Shyne","Belize"
"Shystie","United Kingdom"
"Si Zentner","United States"
"Si Zentner & His Orchestra","United States"
"Siah And Yeshua Dapo Ed","United States"
"Sia","Australia"
"Siamese Fighting Fish","Denmark"
"Siam Shade","Japan"
"Sibel","Kristianstad Municipality"
"Sibel Tüzün","Turkey"
"Siberian","United States"
"Sibylle Baier","Germany"
"Shaggy 2 Dope","United States"
"Shagrath","Norway"
"Shaggy","Jamaica"
"Shai","United States"
"Sic Sense","United States"
"Sick Individuals","Netherlands"
"Sibel Can","Turkey"
"Sick Jacken","United States"
"Sick Fix","United States"
"Sick Of It All","United States"
"Sick On The Bus","United Kingdom"
"Sick Of Sarah","United States"
"Sick Puppies","Australia"
"Shai Hulud","United States"
"Shaka Loveless","Denmark"
"Shaila Dúrcal","Spain"
"Shaila","Argentina"
"Shakary","Switzerland"
"Shakaya","Australia"
"Shaka Ponk","France"
"Shakatak","United Kingdom"
"Shakedown","Switzerland"
"Shakespear's Sister","United Kingdom"
"Sick Water","United States"
"Sicknature","Denmark"
"Sicko","United States"
"Sickwater","United States"
"Sid Griffin","United States"
"Sicx","United States"
"Sid Phillips","United Kingdom"
"Sid Vicious","United Kingdom"
"Sid Wilson","United States"
"Sidd Coutto","India"
"Siddharta","Slovenia"
"Siddharth","India"
"Siddharth Mahadevan","India"
"Siddharta (ES)","Spain"
"Siddhartha (MX)","Mexico"
"Shakey Graves","Austin"
"Shakhan","New Zealand"
"Shakira","Colombia"
"Shakin' Stevens","United Kingdom"
"Shakkazombie","Japan"
"Shalamar","United States"
"Shakra","Switzerland"
"Shalmali Kholgade","India"
"Sham 69","United Kingdom"
"Shaman's Harvest","United States"
"Shameless","United Kingdom"
"Shamir","United States"
"Shampoo","United Kingdom"
"Side A","Philippines"
"Side By Side","United States"
"Side Effect","United States"
"Side Walk Slam","United States"
"Siderartica","Italy"
"Sidestepper","Colombia"
"Sidney Bechet","United States"
"Sidney Lee Carter","United States"
"Sidney Magal","Brazil"
"Sidney Mohede","Indonesia"
"Sidney Miller","Brazil"
"Sidney Polak","Poland"
"Sidney Samson","Netherlands"
"Sidonie","Spain"
"Sie7e","Puerto Rico"
"Sido","Germany"
"Siechtum","Austria"
"Siege","Pakistan"
"Siedah Garrett","United States"
"Siegfried","Austria"
"Shamrock","Poland"
"Shanadoo","Japan"
"ShamRain","Finland"
"Shana Vanguarde","France"
"Shandi","United States"
"Shandi's Addiction","United States"
"Shane 54","Hungary"
"Shandi Sinnamon","United States"
"Shane Alexander","United States"
"Shandon","Italy"
"Shane & Shane","United States"
"Shane Dawson","United States"
"Shane Filan","Ireland"
"Shane Harper","United States"
"Shane Howard","Australia"
"Shane MacGowan","United Kingdom"
"Shane McAnally","United States"
"Shane Minor","United States"
"Shane MacGowan And The Popes","Ireland"
"Shane Nicholson","Australia"
"Shane Ward","Canada"
"Shane Richie","United Kingdom"
"Shane West","United States"
"Shanell","United States"
"Shania Twain","Canada"
"Siebenbürgen","Sweden"
"Sieges Even","Germany"
"Siegfried Sassoon","United Kingdom"
"Sierra Hull","United States"
"Siekiera","Poland"
"Sielun Veljet","Finland"
"Siempre Así","Spain"
"Siela","Lithuania"
"Shankar Ehsaan Loy","India"
"Shankar","India"
"Shanice","United States"
"Shankar-Ehsaan-Loy","India"
"Shanks & Bigfoot","United Kingdom"
"Shankar Mahadevan","India"
"Shanna Crooks","United States"
"Shannon","United States"
"Shannon (PL)","Poland"
"Shannon Brown","New Zealand"
"Shannon Hurley","Los Angeles"
"Shannon McNally","United States"
"Shannon Lawson","United States"
"Sierra Swan","United States"
"Sig","France"
"Sigh","Japan"
"Sig Transit Gloria","United States"
"Sigi Maron","Austria"
"Sigma","Italy"
"Sights & Sounds","Canada"
"Sigmatropic","Greece"
"Sigma (UK)","United Kingdom"
"Sigmund Romberg","United States"
"Signal","United States"
"SIG:AR:TYR","Canada"
"Signal To Noise","United States"
"Shannon Curfman","United States"
"Shannon Stephens","United States"
"Shannon Noll","Australia"
"Shannon Worrell","United States"
"Shantel","Germany"
"Shanokee","Ireland"
"Shannon Wright","United States"
"Shapes And Sizes","Canada"
"Sharam","United States"
"Shape Of Despair","Finland"
"Shareefa","United States"
"Sharif Dean","France"
"Shaquille O'Neal","United States"
"Signs Of Darkness","Belgium"
"Signum Regis","Slovakia"
"Sigrblot","Stockholm"
"Sikitikis","Italy"
"Sigue Sigue Sputnik","United Kingdom"
"Sigur Rós","Iceland"
"Siiri Nordin","Finland"
"Sıla","Turkey"
"Silage","United States"
"Sigvart Dagsland","Norway"
"SikTh","United Kingdom"
"Shari Ulrich","British Columbia"
"Sharissa","United States"
"Sharifah Aini","Malaysia"
"Shark Island","United States"
"Sharks","Italy"
"Sharko","Belgium"
"Sharks Keep Moving","United States"
"Sharleen Spiteri","United Kingdom"
"Sharlene Boodram","Trinidad and Tobago"
"Sharlene Hector","United Kingdom"
"Sharon Corr","Ireland"
"Sharon Doorson","Netherlands"
"Sharon Cuneta","Philippines"
"Sharon Jones And The Dap-Kings","United States"
"Sharon Needles","United States"
"Silas Hogan","United States"
"Sileas","United Kingdom"
"Silence 4","Portugal"
"Silence Is Sexy","Netherlands"
"Silence The Epilogue","United States"
"Silbermond","Bautzen"
"Silent Descent","United Kingdom"
"Silent Civilian","United States"
"Silent Circle","Germany"
"Silent Cry","Brazil"
"Silent Drive","United States"
"Silent Horror","Crossville"
"Silent Force","Germany"
"Silent Poets","Japan"
"Silent Rage","United States"
"Silent Opera","Italy"
"Silentium","Finland"
"Sharon O'Neill","New Zealand"
"Sharon White","United States"
"Sharon Robinson","United States"
"Sharon Kips","Netherlands"
"Sharon Shannon","Ireland"
"Sharon Van Etten","United States"
"Sharon, Lois & Bram","Canada"
"Sharpie Crows","Auckland"
"Sharron Kraus","United Kingdom"
"Shattered Realm","United States"
"Shaun Baker","Jordan"
"Shaun Escoffery","United Kingdom"
"Shaun Imrei","United Kingdom"
"Shaun Cassidy","United States"
"Shaun Groves","United States"
"Shaunta","United States"
"Shaun Ryder","United Kingdom"
"Shaun Davey","Ireland"
"Shaw Blades","United States"
"Shawn Brandon","San Diego"
"Shawn Christopher","United States"
"Shawn Camp","United States"
"Shawn Chrystopher","United States"
"Shawn Colvin","United States"
"Shawn Desman","Canada"
"Shawn Elliott","United States"
"Shawn Lee","London"
"Shawn Lov","United States"
"Shawn Hook","Canada"
"Shawn Mendes","Canada"
"Shawn Molko","Canada"
"Shawn Mullins","United States"
"Shawn McDonald","United States"
"Shawn Phillips","United States"
"Shawn Stockman","United States"
"Shawnna","United States"
"Shawty Lo","United States"
"Silent Stream Of Godless Elegy","Czech Republic"
"Silent Voices","Kokkola"
"Silicon Dream","Germany"
"Silica Gel","Spain"
"Silicone Soul","United Kingdom"
"Silk","United Kingdom"
"Silje Nergaard","Norway"
"Silk-E","United States"
"Silk Rhodes","United States"
"Silencer","Sweden"
"Silke Bischoff","Germany"
"Silkstone","Netherlands"
"Silkk","United States"
"Silly","Germany"
"Silkk The Shocker","United States"
"Silly Sisters","United Kingdom"
"Silkworm","United States"
"Silmarils","France"
"SILVA","Brazil"
"Silver Apples","United States"
"Silver","United Kingdom"
"Shayne Ward","United Kingdom"
"Silly Wizard","Scotland"
"Silvana Fioresi","Italy"
"Silver Convention","Germany"
"Silver Forest","Japan"
"Silver Fist","Spain"
"Silver Pozzoli","Italy"
"Silver Mt Zion Memorial Orchestra & Tra-La-La Band","Canada"
"Silver Ginger 5","United Kingdom"
"Silver Swans","United States"
"Silver Jews","United States"
"Silver Sun","United Kingdom"
"Silverchair","Australia"
"Silversun Pickups","United States"
"Silverstein","Canada"
"Silvertide","United States"
"Silvestre Dangond","Colombia"
"Silvia Aprile","Italy"
"Silvia Olari","Italy"
"Silvio Francesco","Italy"
"Silvina Garré","Argentina"
"Skin (UK)","United Kingdom"
"Skinner","United Kingdom"
"Skinny","United Kingdom"
"Skinny Deville","United States"
"Skinny Lister","United Kingdom"
"Skint & Demoralised","United Kingdom"
"Skip","Belgium"
"Skinny Puppy","Canada"
"Skip & Die","Netherlands"
"Skinnyman","United Kingdom"
"Skip & Flip","United States"
"Skindred","United Kingdom"
"Sim Gretina","Helsinki"
"Simian Mobile Disco","United Kingdom"
"Simian","United Kingdom"
"Silvio Rodríguez","Cuba"
"Skip Ewing","United States"
"Skip Heller","United States"
"Skitzofreniks","United States"
"Skizzy Mars","United States"
"Skitz","United Kingdom"
"Skoidats","United States"
"Skitsystem","Sweden"
"Skoop On Somebody","Japan"
"Skizoo","Spain"
"Skold","Sweden"
"Simon","Netherlands"
"Simon And Garfunkel","United States"
"Simon & Jan","Germany"
"Simon Bookish","United Kingdom"
"Simon Fisher Turner","United Kingdom"
"Simon Dupree And The Big Sound","United Kingdom"
"Simon Dawes","United States"
"Simon Green","United Kingdom"
"Simon Dunmore","London"
"Simon Le Bon","United Kingdom"
"Simon Joyner","United States"
"Skowyt","Warsaw"
"Skrape","United States"
"Skorup","Poland"
"Skream","United Kingdom"
"Skrew","United States"
"Skrewdriver","United Kingdom"
"Skull","South Korea"
"Skull Duggery","United States"
"Skulker","Australia"
"Simon Nicol","United Kingdom"
"Simon Rattle","United Kingdom"
"Simon Raymonde","United Kingdom"
"Simon Robinson","United Kingdom"
"Simon Wilcox","Canada"
"Simon Webbe","United Kingdom"
"Simona Bencini","Italy"
"Simon Says","France"
"Simon Townshend","United Kingdom"
"Simone Battle","United States"
"Simona Molinari","Italy"
"Simone","Brazil"
"Simone Cristicchi","Italy"
"Skull Dugrey","United States"
"Skumdum","Sweden"
"Skunk Anansie","United Kingdom"
"Skunk Grim","Canada"
"Skunk D.F.","Spain"
"Skunkhour","Sydney"
"Sky","Canada"
"Sky Du Mont","Germany"
"Sky Larkin","Leeds"
"Sky Cries Mary","Seattle"
"Sky Ferreira","United States"
"Sky Sailing","United States"
"Sky Saxon","United States"
"Skycycle","Los Angeles"
"Skrillex","United States"
"Skyclad","United Kingdom"
"Simone Felice","United States"
"Simone De Oliveira","Portugal"
"Simone White","United States"
"Simony","Brazil"
"Simple E","United States"
"Simone Tomassini","Italy"
"Simple Kid","Ireland"
"Simple Plan","Canada"
"Simplu","Romania"
"Simplified","Charlotte"
"Simply Red","United Kingdom"
"Sims","Minneapolis"
"Sin Bandera","Mexico"
"Sin With Sebastian","Germany"
"Sin Fang","Iceland"
"Sin Dios","Spain"
"Sina","Switzerland"
"Skye","United Kingdom"
"Skydancer","Spain"
"Skydiggers","Toronto"
"Skyfire","Sweden"
"Skyforger","Latvia"
"Skye Sweetnam","Canada"
"Skruigners","Italy"
"Skyharbor","United States"
"Skyhooks","Australia"
"Sinamore","Finland"
"Sinate","New Zealand"
"Sinai Beach","United States"
"Since The Flood","Boston"
"Sinch","United States"
"Sinclair","France"
"Sindicato Argentino Del Hip Hop","Argentina"
"Sinead Harnett","London"
"Sindrome Moscow","Spain"
"Simón Díaz","Venezuela"
"Sinful","Spain"
"Sinergia","Chile"
"Sinful El Pecador","United States"
"Sing-Sing","United Kingdom"
"Sing Um Dein Leben","Germany"
"Sinergy","Finland"
"Singer Pur","Germany"
"Single File","United States"
"Singapore Sling","Iceland"
"Single Frame","United States"
"Single Mothers","Canada"
"Skyla","United Kingdom"
"Skylar Laine","United States"
"Skylar Astin","United States"
"Skylar Grey","United States"
"Skylark (CA)","Canada"
"Skyler Jett","United States"
"Skyscraper","Brazil"
"Skypark","United States"
"Skyline","Czech Republic"
"Skylark","Italy"
"Skymning","Sweden"
"Skyward","Belgium"
"Single Gun Theory","Australia"
"Sinitta","London"
"Sini Sabotage","Finland"
"Sinik","France"
"Siniestro Total","Spain"
"Sopor Aeternus","Germany"
"Sordal","Kristiansand"
"Sordromo","Uruguay"
"Sore","Spain"
"Sordid Humor","United States"
"Sorcier Des Glaces","Canada"
"Soraya (CO)","United States"
"Soraya","Spain"
"Sinine","Estonia"
"Sinheresy","Italy"
"Simple Minds","United Kingdom"
"Sinister","Schiedam"
"Sinking Steps...Rising Eyes","Sioux Falls"
"Skyy","United States"
"Skyzoo & The 9th Wonder","United States"
"SL2","United Kingdom"
"Skálmöld","Iceland"
"Skyzoo","United States"
"SkyMarshall Arts","Norway"
"Slade","United Kingdom"
"Sorel","France"
"Sorg Innkallelse","Iran"
"Sophie Zelmani","Sweden"
"Sorrow","United States"
"Sorry Boys","Poland"
"Sorriso Maroto","Brazil"
"Soror Dolorosa","France"
"Sorry About Dresden","United States"
"Sort Sol","Denmark"
"Soshy","France"
"Soso","Canada"
"Sorten Muld","Denmark"
